PdDistrict,X,Y
TARAVAL,-122.490170246651,37.7424682353625
CENTRAL,-122.408384275542,37.7878271137225
CENTRAL,-122.409925328419,37.7877640990096
CENTRAL,-122.408384275542,37.7878271137225
MISSION,-122.413045094052,37.7589402059414
MISSION,-122.412179604274,37.7622630616528
MISSION,-122.405468775906,37.7639259195338
NORTHERN,-122.418445946252,37.7882184507651
SOUTHERN,-122.392347671978,37.7890603555993
CENTRAL,-122.409256096494,37.788239899778
MISSION,-122.410519781929,37.752766726673
MISSION,-122.434457353955,37.7609766090845
MISSION,-122.405468775906,37.7639259195338
MISSION,-122.405468775906,37.7639259195338
CENTRAL,-122.40482801879,37.7897596938342
CENTRAL,-122.410271349769,37.7895016291913
TENDERLOIN,-122.410791677645,37.7836952269749
MISSION,-122.41242272529,37.7648250318431
NORTHERN,-122.424808639628,37.7983917580329
CENTRAL,-122.412439198419,37.7877227389961
TARAVAL,-122.50966215971,37.7630355540213
TARAVAL,-122.50966215971,37.7630355540213
TARAVAL,-122.50966215971,37.7630355540213
TARAVAL,-122.50966215971,37.7630355540213
TARAVAL,-122.50966215971,37.7630355540213
TARAVAL,-122.50966215971,37.7630355540213
TARAVAL,-122.50966215971,37.7630355540213
TARAVAL,-122.50966215971,37.7630355540213
TARAVAL,-122.50966215971,37.7630355540213
SOUTHERN,-122.400916029025,37.7854574902997
SOUTHERN,-122.400916029025,37.7854574902997
CENTRAL,-122.404195424821,37.7912255174119
TENDERLOIN,-122.413820070176,37.7857382950322
TENDERLOIN,-122.413820070176,37.7857382950322
CENTRAL,-122.406886503606,37.7887345763527
CENTRAL,-122.406886503606,37.7887345763527
CENTRAL,-122.406886503606,37.7887345763527
CENTRAL,-122.406886503606,37.7887345763527
CENTRAL,-122.406886503606,37.7887345763527
CENTRAL,-122.406886503606,37.7887345763527
CENTRAL,-122.406886503606,37.7887345763527
CENTRAL,-122.406886503606,37.7887345763527
CENTRAL,-122.406886503606,37.7887345763527
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.406886503606,37.7887345763527
CENTRAL,-122.406886503606,37.7887345763527
CENTRAL,-122.406886503606,37.7887345763527
CENTRAL,-122.406886503606,37.7887345763527
CENTRAL,-122.406886503606,37.7887345763527
CENTRAL,-122.406886503606,37.7887345763527
CENTRAL,-122.406886503606,37.7887345763527
CENTRAL,-122.406886503606,37.7887345763527
CENTRAL,-122.406886503606,37.7887345763527
CENTRAL,-122.406886503606,37.7887345763527
CENTRAL,-122.406886503606,37.7887345763527
CENTRAL,-122.406886503606,37.7887345763527
CENTRAL,-122.406886503606,37.7887345763527
CENTRAL,-122.406886503606,37.7887345763527
CENTRAL,-122.406886503606,37.7887345763527
CENTRAL,-122.406886503606,37.7887345763527
CENTRAL,-122.406886503606,37.7887345763527
BAYVIEW,-122.38002876386,37.732037427785
CENTRAL,-122.408384275542,37.7878271137225
CENTRAL,-122.41275532583,37.7867259286124
TARAVAL,-122.489090192226,37.7424057567334
SOUTHERN,-122.410111373792,37.7786320490341
TENDERLOIN,-122.411800134753,37.7840890366868
NORTHERN,-122.422254494749,37.7773983117477
SOUTHERN,-122.403404791479,37.775420706711
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
SOUTHERN,-122.400916029025,37.7854574902997
SOUTHERN,-122.400916029025,37.7854574902997
SOUTHERN,-122.400916029025,37.7854574902997
SOUTHERN,-122.400916029025,37.7854574902997
SOUTHERN,-122.400916029025,37.7854574902997
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
MISSION,-122.419058868103,37.7594227506297
MISSION,-122.419058868103,37.7594227506297
MISSION,-122.418738265772,37.7546172382083
NORTHERN,-122.423682814338,37.7962046209564
CENTRAL,-122.408384275542,37.7878271137225
CENTRAL,-122.408384275542,37.7878271137225
CENTRAL,-122.408384275542,37.7878271137225
SOUTHERN,-122.400916029025,37.7854574902997
SOUTHERN,-122.400916029025,37.7854574902997
INGLESIDE,-122.436194484896,37.7227270383576
NORTHERN,-122.418562097105,37.7841847091303
MISSION,-122.417812558787,37.7571005796428
NORTHERN,-122.418467747931,37.7879652569797
NORTHERN,-122.418467747931,37.7879652569797
NORTHERN,-122.418467747931,37.7879652569797
MISSION,-122.41796448376,37.7586968166489
MISSION,-122.41796448376,37.7586968166489
MISSION,-122.417812558787,37.7571005796428
MISSION,-122.419360352761,37.7618358012376
MISSION,-122.417812558787,37.7571005796428
MISSION,-122.417812558787,37.7571005796428
MISSION,-122.417812558787,37.7571005796428
MISSION,-122.415929849548,37.7604330003754
MISSION,-122.415929849548,37.7604330003754
NORTHERN,-122.418467747931,37.7879652569797
NORTHERN,-122.418467747931,37.7879652569797
MISSION,-122.415929849548,37.7604330003754
MISSION,-122.415929849548,37.7604330003754
MISSION,-122.415929849548,37.7604330003754
MISSION,-122.41796448376,37.7586968166489
CENTRAL,-122.418467747931,37.7879652569797
NORTHERN,-122.418467747931,37.7879652569797
MISSION,-122.415929849548,37.7604330003754
MISSION,-122.418904204517,37.7570361132269
MISSION,-122.415929849548,37.7604330003754
NORTHERN,-122.418467747931,37.7879652569797
NORTHERN,-122.418467747931,37.7879652569797
MISSION,-122.41733258259,37.7635718955893
MISSION,-122.417028392106,37.7603656931573
MISSION,-122.41796448376,37.7586968166489
MISSION,-122.416078423909,37.7620347866519
MISSION,-122.418221946229,37.7481664083985
MISSION,-122.415929849548,37.7604330003754
MISSION,-122.415929849548,37.7604330003754
MISSION,-122.415929849548,37.7604330003754
MISSION,-122.41796448376,37.7586968166489
CENTRAL,-122.418467747931,37.7879652569797
CENTRAL,-122.418467747931,37.7879652569797
NORTHERN,-122.418467747931,37.7879652569797
MISSION,-122.415629332446,37.757232227914
NORTHERN,-122.418467747931,37.7879652569797
NORTHERN,-122.418467747931,37.7879652569797
NORTHERN,-122.418467747931,37.7879652569797
MISSION,-122.417812558787,37.7571005796428
MISSION,-122.415929849548,37.7604330003754
MISSION,-122.415929849548,37.7604330003754
MISSION,-122.415929849548,37.7604330003754
MISSION,-122.415929849548,37.7604330003754
MISSION,-122.403409085175,37.7531779938926
CENTRAL,-122.410059855891,37.7880825340178
MISSION,-122.419671780296,37.7650501214668
MISSION,-122.419052694349,37.7586324051562
MISSION,-122.415929849548,37.7604330003754
TENDERLOIN,-122.408040474858,37.7864094033618
MISSION,-122.41796448376,37.7586968166489
NORTHERN,-122.418467747931,37.7879652569797
CENTRAL,-122.418467747931,37.7879652569797
MISSION,-122.418486296575,37.7634954373144
CENTRAL,-122.418467747931,37.7879652569797
MISSION,-122.415929849548,37.7604330003754
MISSION,-122.415929849548,37.7604330003754
MISSION,-122.415929849548,37.7604330003754
MISSION,-122.415929849548,37.7604330003754
MISSION,-122.415929849548,37.7604330003754
MISSION,-122.415929849548,37.7604330003754
MISSION,-122.416389710283,37.7652491154383
NORTHERN,-122.418368839165,37.7874861572271
NORTHERN,-122.418467747931,37.7879652569797
NORTHERN,-122.41827417166,37.7870372043685
MISSION,-122.426635076963,37.7549624153696
MISSION,-122.41733258259,37.7635718955893
TENDERLOIN,-122.408231026261,37.787359494956
CENTRAL,-122.411702003165,37.7878718776438
MISSION,-122.415781281593,37.7588312134679
MISSION,-122.41796448376,37.7586968166489
CENTRAL,-122.408231026261,37.787359494956
MISSION,-122.412502863675,37.7590272974496
TENDERLOIN,-122.408231026261,37.787359494956
NORTHERN,-122.419930111611,37.7868262082156
CENTRAL,-122.408231026261,37.787359494956
MISSION,-122.415929849548,37.7604330003754
CENTRAL,-122.408231026261,37.787359494956
TENDERLOIN,-122.408231026261,37.787359494956
CENTRAL,-122.408403859899,37.7882933915158
MISSION,-122.417488323639,37.7651818039906
MISSION,-122.415629332446,37.757232227914
MISSION,-122.40546657618,37.7646048756593
TENDERLOIN,-122.408040474858,37.7864094033618
MISSION,-122.415781281593,37.7588312134679
MISSION,-122.41796448376,37.7586968166489
MISSION,-122.415629332446,37.757232227914
MISSION,-122.417812558787,37.7571005796428
MISSION,-122.41812008649,37.7603012340397
MISSION,-122.412173946265,37.7629167766586
MISSION,-122.419671780296,37.7650501214668
TENDERLOIN,-122.408231026261,37.787359494956
MISSION,-122.411090794581,37.7617009781734
CENTRAL,-122.409876622532,37.787148807979
MISSION,-122.417660640341,37.7555043420028
MISSION,-122.403409085175,37.7531779938926
MISSION,-122.41796448376,37.7586968166489
CENTRAL,-122.408403859899,37.7882933915158
MISSION,-122.41812008649,37.7603012340397
MISSION,-122.41812008649,37.7603012340397
MISSION,-122.41796448376,37.7586968166489
MISSION,-122.418272166422,37.7619029613022
MISSION,-122.41796448376,37.7586968166489
MISSION,-122.414845139206,37.7605000725995
MISSION,-122.41796448376,37.7586968166489
MISSION,-122.417660640341,37.7555043420028
CENTRAL,-122.408231026261,37.787359494956
MISSION,-122.415929849548,37.7604330003754
MISSION,-122.41796448376,37.7586968166489
MISSION,-122.41796448376,37.7586968166489
MISSION,-122.415929849548,37.7604330003754
MISSION,-122.416720982004,37.7571677817188
MISSION,-122.41812008649,37.7603012340397
MISSION,-122.41796448376,37.7586968166489
MISSION,-122.417028392106,37.7603656931573
MISSION,-122.415239911578,37.7589178812609
MISSION,-122.412056242405,37.7609899089142
MISSION,-122.416863555609,37.7579459514924
MISSION,-122.415921585459,37.7596123168685
MISSION,-122.415605496237,37.7677177520665
CENTRAL,-122.408384275542,37.7878271137225
TARAVAL,-122.463079076106,37.72547657256
MISSION,-122.417577215102,37.7603888134229
MISSION,-122.416070932811,37.7612142236627
MISSION,-122.417260520587,37.7570790190504
TARAVAL,-122.460301750924,37.7242085322705
TARAVAL,-122.473030391671,37.743221553284
MISSION,-122.415229420851,37.7588083436412
MISSION,-122.413045094052,37.7589402059414
MISSION,-122.41577026404,37.7580118295123
MISSION,-122.412179604274,37.7622630616528
MISSION,-122.405468775906,37.7639259195338
TARAVAL,-122.488025947847,37.7425626183259
NORTHERN,-122.418445946252,37.7882184507651
MISSION,-122.417817852676,37.7578884408086
MISSION,-122.417185210419,37.7627583408182
MISSION,-122.415921585459,37.7596123168685
CENTRAL,-122.410699657634,37.7869881885308
SOUTHERN,-122.403404791479,37.775420706711
CENTRAL,-122.410271349769,37.7895016291913
TARAVAL,-122.459564595337,37.7246926893786
CENTRAL,-122.410699657634,37.7869881885308
TENDERLOIN,-122.410791677645,37.7836952269749
TARAVAL,-122.469655722503,37.764818168552
MISSION,-122.418208517373,37.755524488206
MISSION,-122.41242272529,37.7648250318431
TARAVAL,-122.49897469428,37.7607866651906
MISSION,-122.418108925859,37.7594801325769
MISSION,-122.417970955091,37.7594884557036
MISSION,-122.417970955091,37.7594884557036
INGLESIDE,-122.440593031551,37.7163046735122
CENTRAL,-122.400180243618,37.7913046529243
CENTRAL,-122.405941469147,37.7904631779771
CENTRAL,-122.405283980519,37.7965510480789
BAYVIEW,-122.402780926364,37.7258401277408
CENTRAL,-122.40539653724,37.7935249040335
RICHMOND,-122.502148728509,37.7755496261634
INGLESIDE,-122.404079633627,37.7108555177775
MISSION,-122.417169894749,37.7611477647601
CENTRAL,-122.403994862674,37.794611817992
MISSION,-122.418963082325,37.7584203036531
SOUTHERN,-122.400916029025,37.7854574902997
MISSION,-122.416025191375,37.7556559648941
CENTRAL,-122.404195424821,37.7912255174119
CENTRAL,-122.406886503606,37.7887345763527
CENTRAL,-122.406886503606,37.7887345763527
CENTRAL,-122.406886503606,37.7887345763527
CENTRAL,-122.406886503606,37.7887345763527
CENTRAL,-122.406886503606,37.7887345763527
CENTRAL,-122.406886503606,37.7887345763527
CENTRAL,-122.406886503606,37.7887345763527
CENTRAL,-122.406886503606,37.7887345763527
CENTRAL,-122.406886503606,37.7887345763527
MISSION,-122.417970955091,37.7594884557036
CENTRAL,-122.408384275542,37.7878271137225
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.406886503606,37.7887345763527
CENTRAL,-122.406886503606,37.7887345763527
CENTRAL,-122.406886503606,37.7887345763527
CENTRAL,-122.406886503606,37.7887345763527
CENTRAL,-122.406886503606,37.7887345763527
CENTRAL,-122.406886503606,37.7887345763527
CENTRAL,-122.406886503606,37.7887345763527
CENTRAL,-122.406886503606,37.7887345763527
CENTRAL,-122.406886503606,37.7887345763527
CENTRAL,-122.406886503606,37.7887345763527
CENTRAL,-122.406886503606,37.7887345763527
CENTRAL,-122.406886503606,37.7887345763527
CENTRAL,-122.406886503606,37.7887345763527
CENTRAL,-122.406886503606,37.7887345763527
CENTRAL,-122.406886503606,37.7887345763527
CENTRAL,-122.406886503606,37.7887345763527
CENTRAL,-122.406886503606,37.7887345763527
CENTRAL,-122.408247356177,37.7878432562031
CENTRAL,-122.408247356177,37.7878432562031
TENDERLOIN,-122.409155386902,37.7863245885511
SOUTHERN,-122.403404791479,37.775420706711
TARAVAL,-122.489090192226,37.7424057567334
CENTRAL,-122.405490836338,37.7939790012204
TENDERLOIN,-122.412857126524,37.7855804361702
SOUTHERN,-122.422188261426,37.7726948236861
TARAVAL,-122.492316502247,37.7423737279324
SOUTHERN,-122.410111373792,37.7786320490341
MISSION,-122.416331137192,37.7588520014309
MISSION,-122.416878691323,37.7595544125236
SOUTHERN,-122.422188261426,37.7726948236861
CENTRAL,-122.40482801879,37.7897596938342
INGLESIDE,-122.44547478111,37.7323966010148
TARAVAL,-122.490170246651,37.7424682353625
MISSION,-122.416070932811,37.7612142236627
CENTRAL,-122.41072162587,37.7870966495663
TENDERLOIN,-122.411747371924,37.7859988323798
TARAVAL,-122.481592052499,37.7427355500502
CENTRAL,-122.40482801879,37.7897596938342
CENTRAL,-122.407114491118,37.7899019822508
CENTRAL,-122.416032976503,37.7883351248181
TARAVAL,-122.478194247055,37.7625630891661
MISSION,-122.415543548355,37.7621213524354
CENTRAL,-122.408384275542,37.7878271137225
SOUTHERN,-122.403404791479,37.775420706711
MISSION,-122.409408330008,37.7644227955811
MISSION,-122.417970955091,37.7594884557036
MISSION,-122.417016663517,37.7595460924587
SOUTHERN,-122.408595110869,37.7837069301545
SOUTHERN,-122.400916029025,37.7854574902997
SOUTHERN,-122.400916029025,37.7854574902997
SOUTHERN,-122.400916029025,37.7854574902997
SOUTHERN,-122.400916029025,37.7854574902997
SOUTHERN,-122.400916029025,37.7854574902997
SOUTHERN,-122.400916029025,37.7854574902997
SOUTHERN,-122.400916029025,37.7854574902997
SOUTHERN,-122.400916029025,37.7854574902997
SOUTHERN,-122.400916029025,37.7854574902997
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.40482801879,37.7897596938342
CENTRAL,-122.41185703254,37.7883235449904
INGLESIDE,-122.404079633627,37.7108555177775
PARK,-122.445217147539,37.7827388378288
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
MISSION,-122.419058868103,37.7594227506297
NORTHERN,-122.423682814338,37.7962046209564
SOUTHERN,-122.400916029025,37.7854574902997
SOUTHERN,-122.400916029025,37.7854574902997
CENTRAL,-122.403904788667,37.7941711832627
CENTRAL,-122.406981046967,37.7946373197462
RICHMOND,-122.471250258649,37.7805788608783
TENDERLOIN,-122.408648588965,37.7849124714135
NORTHERN,-122.418562097105,37.7841847091303
CENTRAL,-122.409336466305,37.7925067440714
MISSION,-122.417970955091,37.7594884557036
MISSION,-122.416472035359,37.7603453746291
CENTRAL,-122.404767635853,37.7946646538154
MISSION,-122.419561596094,37.7632161069131
INGLESIDE,-122.432171559555,37.7223498379767
RICHMOND,-122.509644693774,37.7752065367343
MISSION,-122.415921585459,37.7596123168685
MISSION,-122.417955821717,37.7578801214437
MISSION,-122.414845139206,37.7605000725995
SOUTHERN,-122.400916029025,37.7854574902997
SOUTHERN,-122.400916029025,37.7854574902997
SOUTHERN,-122.400916029025,37.7854574902997
SOUTHERN,-122.400916029025,37.7854574902997
SOUTHERN,-122.400916029025,37.7854574902997
SOUTHERN,-122.400916029025,37.7854574902997
SOUTHERN,-122.400916029025,37.7854574902997
SOUTHERN,-122.400916029025,37.7854574902997
SOUTHERN,-122.400916029025,37.7854574902997
SOUTHERN,-122.400916029025,37.7854574902997
SOUTHERN,-122.400916029025,37.7854574902997
SOUTHERN,-122.400916029025,37.7854574902997
SOUTHERN,-122.400916029025,37.7854574902997
SOUTHERN,-122.400916029025,37.7854574902997
SOUTHERN,-122.400916029025,37.7854574902997
MISSION,-122.417180448635,37.7619674218102
CENTRAL,-122.404195424821,37.7912255174119
CENTRAL,-122.40482801879,37.7897596938342
MISSION,-122.417812558787,37.7571005796428
NORTHERN,-122.421701514338,37.7736412159642
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
CENTRAL,-122.410699657634,37.7869881885308
MISSION,-122.41796448376,37.7586968166489
RICHMOND,-122.472707844576,37.7777528844693
BAYVIEW,-122.397744427103,37.7299346936044
NORTHERN,-122.418368839165,37.7874861572271
INGLESIDE,-122.439819026647,37.714105192098
SOUTHERN,-122.392925908483,37.7909162093657
PARK,-122.439329634936,37.7819788533568
CENTRAL,-122.416032976503,37.7883351248181
TENDERLOIN,-122.412857126524,37.7855804361702
CENTRAL,-122.40539653724,37.7935249040335
TARAVAL,-122.483904120247,37.7184872987286
MISSION,-122.41796448376,37.7586968166489
SOUTHERN,-122.400916029025,37.7854574902997
TARAVAL,-122.485038730456,37.7612911364242
TARAVAL,-122.485038730456,37.7612911364242
TARAVAL,-122.485038730456,37.7612911364242
TARAVAL,-122.485038730456,37.7612911364242
TARAVAL,-122.485038730456,37.7612911364242
MISSION,-122.41812008649,37.7603012340397
SOUTHERN,-122.400916029025,37.7854574902997
SOUTHERN,-122.400916029025,37.7854574902997
SOUTHERN,-122.400916029025,37.7854574902997
SOUTHERN,-122.400916029025,37.7854574902997
SOUTHERN,-122.400916029025,37.7854574902997
SOUTHERN,-122.400916029025,37.7854574902997
SOUTHERN,-122.400916029025,37.7854574902997
SOUTHERN,-122.400916029025,37.7854574902997
SOUTHERN,-122.400916029025,37.7854574902997
SOUTHERN,-122.400916029025,37.7854574902997
SOUTHERN,-122.400916029025,37.7854574902997
SOUTHERN,-122.400916029025,37.7854574902997
SOUTHERN,-122.403404791479,37.775420706711
SOUTHERN,-122.403404791479,37.775420706711
TARAVAL,-122.481309336551,37.7540822450477
TARAVAL,-122.481309336551,37.7540822450477
TARAVAL,-122.490944359836,37.7535477247351
RICHMOND,-122.495731177017,37.7758429042134
RICHMOND,-122.461346511027,37.7774104345191
TARAVAL,-122.46851080102,37.7197169663465
MISSION,-122.421733767763,37.7632996945938
TARAVAL,-122.477550339518,37.7617306685222
TARAVAL,-122.477550339518,37.7617306685222
TARAVAL,-122.477550339518,37.7617306685222
MISSION,-122.41796448376,37.7586968166489
TARAVAL,-122.504206336399,37.7501922191992
TARAVAL,-122.504206336399,37.7501922191992
MISSION,-122.417028392106,37.7603656931573
SOUTHERN,-122.448307079193,37.7356506398948
SOUTHERN,-122.448307079193,37.7356506398948
SOUTHERN,-122.448307079193,37.7356506398948
CENTRAL,-122.40482801879,37.7897596938342
CENTRAL,-122.417273344939,37.7861493947594
NORTHERN,-122.41799760821,37.7769551138436
TARAVAL,-122.506470085569,37.760345451726
MISSION,-122.41796448376,37.7586968166489
MISSION,-122.419208249507,37.7602340753605
SOUTHERN,-122.400916029025,37.7854574902997
SOUTHERN,-122.400916029025,37.7854574902997
SOUTHERN,-122.400916029025,37.7854574902997
SOUTHERN,-122.400916029025,37.7854574902997
SOUTHERN,-122.400916029025,37.7854574902997
BAYVIEW,-122.401207221713,37.7220290973119
SOUTHERN,-122.422188261426,37.7726948236861
SOUTHERN,-122.400816275984,37.7888170040158
MISSION,-122.416708153993,37.7684715664092
MISSION,-122.416708153993,37.7684715664092
CENTRAL,-122.403891536014,37.7987153189882
BAYVIEW,-122.38685178392,37.7175091051709
TENDERLOIN,-122.409876622532,37.787148807979
SOUTHERN,-122.408550681867,37.7773885566219
SOUTHERN,-122.408550681867,37.7773885566219
