IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location,PdId 
150331082,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,04/15/2015,21:30,BAYVIEW,NONE,1600 Block of 20TH ST,-122.397746771529,37.759992388001,"(37.759992388001, -122.397746771529)",15033108207021
150331098,VEHICLE THEFT,STOLEN TRUCK,Tuesday,04/14/2015,21:30,SOUTHERN,NONE,100 Block of 7TH ST,-122.410111373792,37.7786320490341,"(37.7786320490341, -122.410111373792)",15033109807025
150331117,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,04/13/2015,16:00,SOUTHERN,NONE,200 Block of KING ST,-122.393110640713,37.7773103219698,"(37.7773103219698, -122.393110640713)",15033111707021
150331123,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,04/15/2015,16:00,SOUTHERN,NONE,500 Block of BRANNAN ST,-122.397713226445,37.7774696662398,"(37.7774696662398, -122.397713226445)",15033112307021
150331145,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,04/11/2015,12:00,NORTHERN,NONE,FRANKLIN ST / VALLEJO ST,-122.425254557143,37.7964799329833,"(37.7964799329833, -122.425254557143)",15033114507021
150331151,VEHICLE THEFT,STOLEN TRUCK,Thursday,04/16/2015,00:01,NORTHERN,NONE,2000 Block of BROADWAY ST,-122.430838378403,37.7948418077407,"(37.7948418077407, -122.430838378403)",15033115107025
150331173,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,04/14/2015,23:00,CENTRAL,NONE,400 Block of STOCKTON ST,-122.406977563692,37.789918101686,"(37.789918101686, -122.406977563692)",15033117307021
150331242,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,04/15/2015,18:15,PARK,NONE,DIVISADERO ST / DUBOCE AV,-122.43659145822,37.7690008715895,"(37.7690008715895, -122.43659145822)",15033124207021
150331305,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Monday,04/13/2015,17:00,PARK,NONE,900 Block of FELL ST,-122.433475908902,37.7745279756155,"(37.7745279756155, -122.433475908902)",15033130507020
150331305,VEHICLE THEFT,STOLEN TRUCK,Monday,04/13/2015,17:00,PARK,NONE,900 Block of FELL ST,-122.433475908902,37.7745279756155,"(37.7745279756155, -122.433475908902)",15033130507025
150331333,VEHICLE THEFT,STOLEN TRUCK,Tuesday,04/14/2015,21:00,RICHMOND,NONE,LINCOLN WY / 41ST AV,-122.500828300284,37.7644036412279,"(37.7644036412279, -122.500828300284)",15033133307025
150331509,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,04/13/2015,21:00,INGLESIDE,NONE,1500 Block of TREAT AV,-122.412368205924,37.7456886668206,"(37.7456886668206, -122.412368205924)",15033150907021
150331537,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,04/01/2015,14:00,NORTHERN,NONE,400 Block of GROVE ST,-122.423991807272,37.7776523028278,"(37.7776523028278, -122.423991807272)",15033153707021
150331565,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,04/15/2015,01:00,MISSION,NONE,500 Block of BARTLETT ST,-122.419138917835,37.7485731311009,"(37.7485731311009, -122.419138917835)",15033156507021
150331587,VEHICLE THEFT,ATTEMPTED STOLEN VEHICLE,Tuesday,04/14/2015,19:00,TARAVAL,NONE,4000 Block of 19TH AV,-122.471193315305,37.7156363947792,"(37.7156363947792, -122.471193315305)",15033158707051
150331593,VEHICLE THEFT,STOLEN TRUCK,Wednesday,04/08/2015,21:30,NORTHERN,NONE,200 Block of AVILA ST,-122.440839888935,37.8032586756412,"(37.8032586756412, -122.440839888935)",15033159307025
150331769,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,04/16/2015,00:30,SOUTHERN,NONE,0 Block of GOUGH ST,-122.420755115779,37.7720182186828,"(37.7720182186828, -122.420755115779)",15033176907021
150331850,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,04/15/2015,21:00,SOUTHERN,NONE,1ST ST / CLEMENTINA ST,-122.395011317246,37.7877182912254,"(37.7877182912254, -122.395011317246)",15033185007021
150185588,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,02/28/2015,21:30,SOUTHERN,NONE,HARRISON ST / 4TH ST,-122.399617558782,37.7807906550067,"(37.7807906550067, -122.399617558782)",15018558807021
150185594,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,02/28/2015,15:00,NORTHERN,NONE,FELL ST / LAGUNA ST,-122.426071405986,37.775524118166,"(37.775524118166, -122.426071405986)",15018559407021
150185986,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,03/01/2015,07:20,CENTRAL,"ARREST, BOOKED",600 Block of POST ST,-122.413056449036,37.7876453111782,"(37.7876453111782, -122.413056449036)",15018598607021
150186031,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,02/28/2015,18:00,BAYVIEW,NONE,TOPEKA AV / BRIDGEVIEW DR,-122.397690561308,37.7332781466875,"(37.7332781466875, -122.397690561308)",15018603107021
150186116,VEHICLE THEFT,STOLEN MOTORCYCLE,Friday,02/27/2015,18:00,NORTHERN,NONE,1000 Block of FRANCISCO ST,-122.422472490035,37.8035693593612,"(37.8035693593612, -122.422472490035)",15018611607023
150186188,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,03/01/2015,01:30,PARK,NONE,FELL ST / BRODERICK ST,-122.43927866767,37.7738462272885,"(37.7738462272885, -122.43927866767)",15018618807021
150186332,VEHICLE THEFT,STOLEN TRUCK,Saturday,02/28/2015,16:30,TARAVAL,NONE,1700 Block of 15TH AV,-122.472195301318,37.7555837778999,"(37.7555837778999, -122.472195301318)",15018633207025
150186348,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,03/01/2015,00:01,TARAVAL,NONE,200 Block of LOBOS ST,-122.460860547597,37.7148410029985,"(37.7148410029985, -122.460860547597)",15018634807021
150186417,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Saturday,02/28/2015,20:00,TARAVAL,NONE,100 Block of SARGENT ST,-122.463978550255,37.7160757101889,"(37.7160757101889, -122.463978550255)",15018641707020
150186417,VEHICLE THEFT,STOLEN TRUCK,Saturday,02/28/2015,20:00,TARAVAL,NONE,100 Block of SARGENT ST,-122.463978550255,37.7160757101889,"(37.7160757101889, -122.463978550255)",15018641707025
150186655,VEHICLE THEFT,STOLEN TRUCK,Sunday,03/01/2015,02:30,CENTRAL,NONE,JACKSON ST / KEARNY ST,-122.405145685472,37.7962104530518,"(37.7962104530518, -122.405145685472)",15018665507025
150186780,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,02/25/2015,07:00,RICHMOND,NONE,CABRILLO ST / 31ST AV,-122.490753532736,37.7741419017842,"(37.7741419017842, -122.490753532736)",15018678007021
150186940,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,02/28/2015,14:00,NORTHERN,UNFOUNDED,1200 Block of SUTTER ST,-122.420941906085,37.7875961622012,"(37.7875961622012, -122.420941906085)",15018694007021
150188805,VEHICLE THEFT,STOLEN TRUCK,Sunday,03/01/2015,18:00,TARAVAL,NONE,200 Block of WILSON ST,-122.461582670097,37.7093231593934,"(37.7093231593934, -122.461582670097)",15018880507025
150188924,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,02/26/2015,09:00,PARK,NONE,0 Block of GARDENSIDE DR,-122.444988946157,37.7517781008065,"(37.7517781008065, -122.444988946157)",15018892407021
150189029,VEHICLE THEFT,STOLEN TRUCK,Wednesday,02/25/2015,18:00,NORTHERN,NONE,OAK ST / WEBSTER ST,-122.429178876168,37.7741822530143,"(37.7741822530143, -122.429178876168)",15018902907025
150189110,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,02/26/2015,10:00,CENTRAL,NONE,CLAY ST / JONES ST,-122.414473958366,37.7932218232083,"(37.7932218232083, -122.414473958366)",15018911007021
150189364,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,02/25/2015,20:00,MISSION,NONE,26TH ST / HAMPSHIRE ST,-122.406897563446,37.7497181665598,"(37.7497181665598, -122.406897563446)",15018936407021
150189392,VEHICLE THEFT,STOLEN TRUCK,Thursday,02/26/2015,22:00,SOUTHERN,NONE,200 Block of KING ST,-122.393110640713,37.7773103219698,"(37.7773103219698, -122.393110640713)",15018939207025
150189411,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,02/27/2015,23:30,SOUTHERN,NONE,800 Block of MISSION ST,-122.405395493939,37.7835100715421,"(37.7835100715421, -122.405395493939)",15018941107021
150189502,VEHICLE THEFT,STOLEN MOTORCYCLE,Friday,02/27/2015,04:00,MISSION,NONE,500 Block of BARTLETT ST,-122.419138917835,37.7485731311009,"(37.7485731311009, -122.419138917835)",15018950207023
150189530,VEHICLE THEFT,STOLEN MOTORCYCLE,Saturday,02/28/2015,23:00,TARAVAL,NONE,900 Block of LAWTON ST,-122.472890034234,37.7592746106224,"(37.7592746106224, -122.472890034234)",15018953007023
150189546,VEHICLE THEFT,STOLEN TRUCK,Sunday,03/01/2015,22:00,INGLESIDE,NONE,0 Block of BENNINGTON ST,-122.417766093758,37.739889235518,"(37.739889235518, -122.417766093758)",15018954607025
150189756,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,02/28/2015,09:30,RICHMOND,NONE,700 Block of ANZA ST,-122.454345302417,37.7801226188455,"(37.7801226188455, -122.454345302417)",15018975607021
150189881,VEHICLE THEFT,STOLEN TRUCK,Sunday,03/01/2015,13:00,RICHMOND,NONE,2500 Block of CALIFORNIA ST,-122.436312192613,37.7885361638836,"(37.7885361638836, -122.436312192613)",15018988107025
150189922,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,02/27/2015,15:00,MISSION,NONE,1000 Block of HAMPSHIRE ST,-122.407592726102,37.7552880312075,"(37.7552880312075, -122.407592726102)",15018992207021
150190060,VEHICLE THEFT,STOLEN TRUCK,Saturday,02/28/2015,23:00,NORTHERN,NONE,GOUGH ST / LOMBARD ST,-122.427826729564,37.8008851555975,"(37.8008851555975, -122.427826729564)",15019006007025
150190145,VEHICLE THEFT,STOLEN TRUCK,Sunday,03/01/2015,10:30,INGLESIDE,NONE,ALPHA ST / WILDE AV,-122.402092096869,37.7160608395557,"(37.7160608395557, -122.402092096869)",15019014507025
150190377,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,02/28/2015,20:00,NORTHERN,NONE,300 Block of FELL ST,-122.42355991561,37.775795803337,"(37.775795803337, -122.42355991561)",15019037707021
150191466,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,02/28/2015,08:30,BAYVIEW,NONE,400 Block of PENNSYLVANIA AV,-122.393356392045,37.7608310350229,"(37.7608310350229, -122.393356392045)",15019146607021
150191494,VEHICLE THEFT,STOLEN TRUCK,Monday,03/02/2015,22:05,RICHMOND,NONE,0 Block of MASONIC AV,-122.447335040314,37.7824869629764,"(37.7824869629764, -122.447335040314)",15019149407025
150191626,VEHICLE THEFT,STOLEN TRUCK,Monday,03/02/2015,19:40,TARAVAL,NONE,600 Block of LAKEVIEW AV,-122.457685971124,37.7182873221809,"(37.7182873221809, -122.457685971124)",15019162607025
150191632,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,03/01/2015,14:00,SOUTHERN,NONE,500 Block of NATOMA ST,-122.409325210496,37.7788157426427,"(37.7788157426427, -122.409325210496)",15019163207021
150191739,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,Tuesday,03/03/2015,00:01,MISSION,"ARREST, BOOKED",500 Block of SHOTWELL ST,-122.415921585459,37.7596123168685,"(37.7596123168685, -122.415921585459)",15019173913075
150191808,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Tuesday,03/03/2015,00:50,TARAVAL,"ARREST, BOOKED",HOLLOWAY AV / LEE AV,-122.454106542409,37.721851576758,"(37.721851576758, -122.454106542409)",15019180807020
150192107,VEHICLE THEFT,STOLEN TRUCK,Friday,02/27/2015,16:00,INGLESIDE,NONE,5600 Block of MISSION ST,-122.447095289615,37.7111225502685,"(37.7111225502685, -122.447095289615)",15019210707025
150192276,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,03/02/2015,18:00,MISSION,NONE,FLORIDA ST / 26TH ST,-122.409764501585,37.7495453823292,"(37.7495453823292, -122.409764501585)",15019227607021
150192492,VEHICLE THEFT,STOLEN MOTORCYCLE,Sunday,03/01/2015,16:00,SOUTHERN,NONE,0 Block of THE EMBARCADERONORTH ST,-122.388379873919,37.7833104067015,"(37.7833104067015, -122.388379873919)",15019249207023
150192533,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,03/02/2015,20:00,INGLESIDE,NONE,700 Block of PERU AV,-122.423603926758,37.7256336536503,"(37.7256336536503, -122.423603926758)",15019253307021
150192599,VEHICLE THEFT,STOLEN TRUCK,Monday,03/02/2015,22:00,NORTHERN,NONE,1000 Block of MCALLISTER ST,-122.428442307611,37.7789982847524,"(37.7789982847524, -122.428442307611)",15019259907025
150192630,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,03/02/2015,17:30,MISSION,NONE,2800 Block of 23RD ST,-122.408792875412,37.7543708769036,"(37.7543708769036, -122.408792875412)",15019263007021
150192715,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,03/02/2015,19:30,NORTHERN,NONE,GOLDEN GATE AV / GOUGH ST,-122.423732220508,37.7806111466558,"(37.7806111466558, -122.423732220508)",15019271507021
150193058,VEHICLE THEFT,STOLEN TRUCK,Saturday,01/10/2015,11:40,TARAVAL,NONE,0 Block of CAMBON DR,-122.474444639595,37.718302204766,"(37.718302204766, -122.474444639595)",15019305807025
150193155,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,03/03/2015,11:00,RICHMOND,UNFOUNDED,200 Block of STANYAN ST,-122.45511466453,37.7773209766703,"(37.7773209766703, -122.45511466453)",15019315507021
150193876,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,03/02/2015,20:00,INGLESIDE,NONE,ALEMANY BL / ONONDAGA AV,-122.438642401146,37.7216263690423,"(37.7216263690423, -122.438642401146)",15019387607021
150194222,VEHICLE THEFT,STOLEN TRUCK,Tuesday,03/03/2015,15:30,MISSION,NONE,GUERRERO ST / 22ND ST,-122.423180698496,37.7551699169055,"(37.7551699169055, -122.423180698496)",15019422207025
150194329,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,03/02/2015,23:30,PARK,NONE,EDGEWOOD AV / BELMONT AV,-122.454948023152,37.7631792537846,"(37.7631792537846, -122.454948023152)",15019432907021
150194573,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,03/02/2015,22:00,MISSION,NONE,20TH ST / BRYANT ST,-122.409770376757,37.7591952167406,"(37.7591952167406, -122.409770376757)",15019457307021
150194777,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,03/03/2015,18:00,CENTRAL,NONE,BAY ST / STOCKTON ST,-122.410313788739,37.8060266607919,"(37.8060266607919, -122.410313788739)",15019477707021
150194921,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,03/03/2015,20:40,CENTRAL,NONE,200 Block of BAY ST,-122.41113552527,37.8058701106587,"(37.8058701106587, -122.41113552527)",15019492107021
150195167,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,Wednesday,03/04/2015,03:17,MISSION,"ARREST, BOOKED",500 Block of CAPP ST,-122.417955821717,37.7578801214437,"(37.7578801214437, -122.417955821717)",15019516713075
150195220,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,03/04/2015,04:11,TARAVAL,NONE,2300 Block of 19TH AV,-122.475834301218,37.743962321829,"(37.743962321829, -122.475834301218)",15019522007021
150195311,VEHICLE THEFT,STOLEN MOTORCYCLE,Tuesday,03/03/2015,23:30,RICHMOND,NONE,700 Block of 45TH AV,-122.505745244031,37.7743752238446,"(37.7743752238446, -122.505745244031)",15019531107023
150195402,VEHICLE THEFT,STOLEN TRUCK,Wednesday,03/04/2015,02:58,MISSION,NONE,3500 Block of 22ND ST,-122.426040661383,37.7549408890073,"(37.7549408890073, -122.426040661383)",15019540207025
150195559,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,03/03/2015,18:00,BAYVIEW,NONE,1000 Block of RHODEISLAND ST,-122.401640809684,37.7558377424925,"(37.7558377424925, -122.401640809684)",15019555907021
150195640,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,03/03/2015,10:30,TARAVAL,NONE,200 Block of WINSTON DR,-122.477976682169,37.7269346350353,"(37.7269346350353, -122.477976682169)",15019564007021
150195781,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,03/03/2015,13:30,INGLESIDE,NONE,700 Block of SILVER AV,-122.421066536312,37.7289569335978,"(37.7289569335978, -122.421066536312)",15019578107021
150196193,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,03/03/2015,17:00,INGLESIDE,NONE,200 Block of FRANCONIA ST,-122.407550191291,37.7451975263249,"(37.7451975263249, -122.407550191291)",15019619307021
150196450,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,03/03/2015,21:00,PARK,NONE,PIERCE ST / ELLIS ST,-122.435814436411,37.7819406662153,"(37.7819406662153, -122.435814436411)",15019645007021
150196626,VEHICLE THEFT,STOLEN TRUCK,Saturday,02/28/2015,02:00,SOUTHERN,NONE,800 Block of MISSION ST,-122.404517022534,37.7842037411779,"(37.7842037411779, -122.404517022534)",15019662607025
150196767,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,03/04/2015,13:06,NORTHERN,NONE,2800 Block of VALLEJO ST,-122.444236571513,37.7941200264576,"(37.7941200264576, -122.444236571513)",15019676707021
150196905,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,03/03/2015,22:00,TARAVAL,NONE,400 Block of RALSTON ST,-122.469032107434,37.7206727702957,"(37.7206727702957, -122.469032107434)",15019690507021
150196955,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,02/27/2015,18:30,TARAVAL,NONE,200 Block of MONTICELLO ST,-122.470673521408,37.7187815894447,"(37.7187815894447, -122.470673521408)",15019695507021
150197050,VEHICLE THEFT,STOLEN MOTORCYCLE,Tuesday,03/03/2015,16:00,INGLESIDE,NONE,100 Block of HIGHLAND AV,-122.422102908674,37.7372540256563,"(37.7372540256563, -122.422102908674)",15019705007023
150197395,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,03/04/2015,17:23,BAYVIEW,"ARREST, BOOKED",700 Block of MISSOURI ST,-122.395771897062,37.7572927810101,"(37.7572927810101, -122.395771897062)",15019739507021
150198014,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,02/28/2015,18:00,SOUTHERN,UNFOUNDED,1100 Block of MISSION ST,-122.411723778126,37.7786674439132,"(37.7786674439132, -122.411723778126)",15019801407021
150198387,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,03/02/2015,21:30,BAYVIEW,NONE,800 Block of BRUSSELS ST,-122.403233261792,37.7216770936369,"(37.7216770936369, -122.403233261792)",15019838707021
150198393,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,Thursday,03/05/2015,00:01,MISSION,"ARREST, BOOKED",19TH ST / FOLSOM ST,-122.414845139206,37.7605000725995,"(37.7605000725995, -122.414845139206)",15019839313075
150198519,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,03/04/2015,17:00,TARAVAL,NONE,200 Block of RALSTON ST,-122.468861133129,37.7170139649442,"(37.7170139649442, -122.468861133129)",15019851907021
150199056,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,03/04/2015,20:00,PARK,UNFOUNDED,CENTRAL AV / HAYES ST,-122.444404886699,37.7741491027518,"(37.7741491027518, -122.444404886699)",15019905607021
150199103,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,03/04/2015,20:15,INGLESIDE,NONE,5600 Block of DIAMONDHEIGHTS BL,-122.438519333818,37.738397113066,"(37.738397113066, -122.438519333818)",15019910307021
150199460,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Thursday,03/05/2015,11:35,TARAVAL,"ARREST, BOOKED",ORTEGA ST / 28TH AV,-122.485986546842,37.7519499372224,"(37.7519499372224, -122.485986546842)",15019946007020
150199460,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,03/05/2015,11:35,TARAVAL,"ARREST, BOOKED",ORTEGA ST / 28TH AV,-122.485986546842,37.7519499372224,"(37.7519499372224, -122.485986546842)",15019946007021
150200045,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,03/05/2015,07:12,SOUTHERN,NONE,300 Block of MISSION ST,-122.396211154038,37.790761361966,"(37.790761361966, -122.396211154038)",15020004507021
150200211,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Wednesday,03/04/2015,15:00,SOUTHERN,NONE,800 Block of MISSION ST,-122.405395493939,37.7835100715421,"(37.7835100715421, -122.405395493939)",15020021107020
150200211,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,03/04/2015,15:00,SOUTHERN,NONE,800 Block of MISSION ST,-122.405395493939,37.7835100715421,"(37.7835100715421, -122.405395493939)",15020021107021
150200227,PROSTITUTION,HUMAN TRAFFICKING,Thursday,03/05/2015,11:00,SOUTHERN,"ARREST, BOOKED",100 Block of 3RD ST,-122.400916029025,37.7854574902997,"(37.7854574902997, -122.400916029025)",15020022713045
150200227,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Thursday,03/05/2015,11:00,SOUTHERN,"ARREST, BOOKED",100 Block of 3RD ST,-122.400916029025,37.7854574902997,"(37.7854574902997, -122.400916029025)",15020022713060
150200227,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,Thursday,03/05/2015,11:00,SOUTHERN,"ARREST, BOOKED",100 Block of 3RD ST,-122.400916029025,37.7854574902997,"(37.7854574902997, -122.400916029025)",15020022713075
150200374,VEHICLE THEFT,STOLEN TRUCK,Wednesday,03/04/2015,02:00,MISSION,NONE,100 Block of DUBOCE AV,-122.422771773694,37.7697881953067,"(37.7697881953067, -122.422771773694)",15020037407025
150200910,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Thursday,03/05/2015,19:00,SOUTHERN,"ARREST, BOOKED",100 Block of 3RD ST,-122.400916029025,37.7854574902997,"(37.7854574902997, -122.400916029025)",15020091013060
150200910,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,Thursday,03/05/2015,19:00,SOUTHERN,"ARREST, BOOKED",100 Block of 3RD ST,-122.400916029025,37.7854574902997,"(37.7854574902997, -122.400916029025)",15020091013075
150201087,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Thursday,03/05/2015,20:00,SOUTHERN,"ARREST, BOOKED",100 Block of 3RD ST,-122.400916029025,37.7854574902997,"(37.7854574902997, -122.400916029025)",15020108713060
150201087,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,Thursday,03/05/2015,20:00,SOUTHERN,"ARREST, BOOKED",100 Block of 3RD ST,-122.400916029025,37.7854574902997,"(37.7854574902997, -122.400916029025)",15020108713075
150201178,PROSTITUTION,HUMAN TRAFFICKING,Thursday,03/05/2015,20:00,SOUTHERN,"ARREST, BOOKED",100 Block of 3RD ST,-122.400916029025,37.7854574902997,"(37.7854574902997, -122.400916029025)",15020117813045
150201178,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Thursday,03/05/2015,20:00,SOUTHERN,"ARREST, BOOKED",100 Block of 3RD ST,-122.400916029025,37.7854574902997,"(37.7854574902997, -122.400916029025)",15020117813060
150201178,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,Thursday,03/05/2015,20:00,SOUTHERN,"ARREST, BOOKED",100 Block of 3RD ST,-122.400916029025,37.7854574902997,"(37.7854574902997, -122.400916029025)",15020117813075
150201231,PROSTITUTION,HUMAN TRAFFICKING,Thursday,03/05/2015,21:00,SOUTHERN,"ARREST, BOOKED",100 Block of 3RD ST,-122.400916029025,37.7854574902997,"(37.7854574902997, -122.400916029025)",15020123113045
150201231,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Thursday,03/05/2015,21:00,SOUTHERN,"ARREST, BOOKED",100 Block of 3RD ST,-122.400916029025,37.7854574902997,"(37.7854574902997, -122.400916029025)",15020123113060
150201231,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,Thursday,03/05/2015,21:00,SOUTHERN,"ARREST, BOOKED",100 Block of 3RD ST,-122.400916029025,37.7854574902997,"(37.7854574902997, -122.400916029025)",15020123113075
150201394,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Thursday,03/05/2015,22:00,SOUTHERN,"ARREST, BOOKED",100 Block of 3RD ST,-122.400916029025,37.7854574902997,"(37.7854574902997, -122.400916029025)",15020139413060
150201394,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,Thursday,03/05/2015,22:00,SOUTHERN,"ARREST, BOOKED",100 Block of 3RD ST,-122.400916029025,37.7854574902997,"(37.7854574902997, -122.400916029025)",15020139413075
150201435,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,03/04/2015,21:00,BAYVIEW,NONE,600 Block of MISSOURI ST,-122.396118666791,37.7578702863273,"(37.7578702863273, -122.396118666791)",15020143507021
150201485,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Thursday,02/19/2015,07:00,SOUTHERN,NONE,0 Block of VERONA PL,-122.448307079193,37.7356506398948,"(37.7356506398948, -122.448307079193)",15020148507020
150201485,VEHICLE THEFT,STOLEN MOTORCYCLE,Thursday,02/19/2015,07:00,SOUTHERN,NONE,0 Block of VERONA PL,-122.448307079193,37.7356506398948,"(37.7356506398948, -122.448307079193)",15020148507023
150201639,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Thursday,03/05/2015,23:41,INGLESIDE,"ARREST, BOOKED",700 Block of NAPLES ST,-122.434214356016,37.7169800042342,"(37.7169800042342, -122.434214356016)",15020163907020
150202160,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,03/06/2015,08:08,TENDERLOIN,NONE,300 Block of MASON ST,-122.409797430148,37.7864220856559,"(37.7864220856559, -122.409797430148)",15020216007021
150202201,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,03/06/2015,02:30,NORTHERN,NONE,2200 Block of BEACH ST,-122.446095012633,37.8033321109404,"(37.8033321109404, -122.446095012633)",15020220107021
150202201,VEHICLE THEFT,STOLEN TRUCK,Friday,03/06/2015,02:30,NORTHERN,NONE,2200 Block of BEACH ST,-122.446095012633,37.8033321109404,"(37.8033321109404, -122.446095012633)",15020220107025
150202336,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,03/05/2015,22:10,INGLESIDE,NONE,0 Block of PROSPECT AV,-122.417503055968,37.7451892246205,"(37.7451892246205, -122.417503055968)",15020233607021
150202756,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,03/02/2015,12:00,MISSION,NONE,21ST ST / CAPP ST,-122.417812558787,37.7571005796428,"(37.7571005796428, -122.417812558787)",15020275607021
150202762,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,03/02/2015,10:00,NORTHERN,NONE,CLAY ST / VANNESS AV,-122.422695629365,37.7921733284528,"(37.7921733284528, -122.422695629365)",15020276207021
150202778,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,03/05/2015,12:00,BAYVIEW,NONE,EVANS AV / NEWHALL ST,-122.38655575027,37.7419504238358,"(37.7419504238358, -122.38655575027)",15020277807021
150202784,VEHICLE THEFT,STOLEN TRUCK,Wednesday,03/04/2015,12:00,SOUTHERN,NONE,MARKET ST / 12TH ST,-122.420254960348,37.7743581710701,"(37.7743581710701, -122.420254960348)",15020278407025
